Municipality ID,Municipality,Monthly Wage,Worked Hours Week
14010,Atemajac de Brizuela,3105.7540897467334,19.850706729253513
14012,Atenguillo,2092.37838166488,20.775287772408646
14013,Atotonilco el Alto,2757.946599103334,24.285294820012265
14015,Autlán de Navarro,2692.777123618146,23.833511556871954
14016,Ayotlán,1834.2703677767793,20.709724129847412
14018,La Barca,2080.4917940515124,21.19861178053315
14020,Cabo Corrientes,2652.8764618751798,25.861467291579157
14021,Casimiro Castillo,2440.376573371151,20.727377798805428
14022,Cihuatlán,4001.8924273840844,25.85941698175672
14023,Zapotlán el Grande,3003.414730470793,25.455568485905626
14024,Cocula,2928.5568281846,25.342188176775508
14025,Colotlán,2072.890316442606,21.361708376421923
14027,Cuautitlán de García Barragán,2050.4685261787818,20.735976083880285
14029,Cuquío,1070.512181064413,19.32546427653198
14030,Chapala,2747.4883784439075,20.963256279735
14031,Chimaltitán,858.0040656621277,15.38568078462874
14032,Chiquilistlán,1976.609008235312,22.610937476037847
14033,Degollado,3151.532889221218,21.455067636462513
14035,Encarnación de Díaz,2344.6141248922786,24.680321711178166
14036,Etzatlán,2631.3086273077342,25.677667415669532
14037,El Grullo,2990.8890111120777,23.65160915029534
14038,Guachinango,1556.0377133143313,18.274152421287102
14039,Guadalajara,2476.339178403328,23.088066495283595
14043,La Huerta,2297.139066539429,22.425553916890777
14044,Ixtlahuacán de los Membrillos,3053.430322630165,24.68613534604068
14045,Ixtlahuacán del Río,2270.5605612873237,20.041072634189536
14046,Jalostotitlán,2403.271248593109,20.55153759575936
14047,Jamay,2760.9132572363706,20.885219694848058
14050,Jocotepec,2702.4470027838297,24.013380439451424
14051,Juanacatlán,2353.0512939641017,22.05226926937222
14052,Juchitlán,2141.313889343568,20.729481292590265
14053,Lagos de Moreno,3089.6499469897412,23.92387597821669
14055,Magdalena,1357.8865221723966,16.719775428856146
14057,La Manzanilla de la Paz,2580.011035827194,24.81412863328052
14058,Mascota,2571.401396220457,21.31179099252466
14059,Mazamitla,2533.352214573025,21.57255301741279
14063,Ocotlán,2680.98532563898,24.224840796830996
14064,Ojuelos de Jalisco,1918.4472728759044,24.586129425991754
14065,Pihuamo,2127.6635465815966,20.327093163193183
14066,Poncitlán,2454.572036128583,22.367507691415042
14067,Puerto Vallarta,3713.912111036192,27.726871694504876
14068,Villa Purificación,1280.1860457142,18.53335555000734
14069,Quitupan,1090.0341886105398,22.247488114906098
14070,El Salto,2807.9487158072347,25.602934016665852
14071,San Cristóbal de la Barranca,1658.79830574662,19.59485228445826
14073,San Juan de los Lagos,2931.2792747076332,26.48319390775608
14074,San Julián,2814.4868905409203,19.91763434743663
14076,San Martín de Bolaños,3606.9988030742093,25.436972407710723
14077,San Martín Hidalgo,2110.469320239615,17.01800805263675
14078,San Miguel el Alto,2382.225519763885,24.941229931951902
14079,Gómez Farías,2069.2774872833984,24.152342061539414
14080,San Sebastián del Oeste,3707.9124995097463,22.1507432246931
14081,Santa María de los Ángeles,2582.520301156225,25.00257536374772
14082,Sayula,3312.347757288152,25.764293243578734
14083,Tala,2744.5308586853357,23.559360680498433
14084,Talpa de Allende,1811.1128955597023,23.239804757854827
14085,Tamazula de Gordiano,2535.7422311798664,21.815966602176736
14086,Tapalpa,3307.816044260028,27.30269929475243
14087,Tecalitlán,2769.7555566488177,24.05480264316268
14088,Tecolotlán,1195.3184714017355,19.858829276645466
14089,Techaluta de Montenegro,1615.0309186955947,20.68534190403553
14090,Tenamaxtlán,1794.3498927143671,20.050261183303476
14091,Teocaltiche,1732.786533172511,22.36949795475999
14092,Teocuitatlán de Corona,982.6289450791626,17.812509424114133
14093,Tepatitlán de Morelos,3299.608928916742,25.84528951543694
14094,Tequila,2815.7902409535163,24.802120552734237
14096,Tizapán el Alto,2449.2418489613797,19.831506208325674
14097,Tlajomulco de Zúñiga,3300.3002934059423,25.60100756152946
14098,San Pedro Tlaquepaque,2935.989134224635,25.014879189862974
14100,Tomatlán,2530.5909290349095,21.786306611295576
14101,Tonalá,2936.5186799441485,25.344277667294485
14102,Tonaya,2641.033274809494,23.16402641586409
14105,Tototlán,2661.57788704168,23.708836814671344
14108,Tuxpan,2458.33703284501,22.681492559823045
14109,Unión de San Antonio,2759.419848376538,25.008697656044244
14110,Unión de Tula,1887.732298477568,14.979132762621933
14113,San Gabriel,1801.548916858929,22.907409522504206
14114,Villa Corona,2124.8169160081575,20.96068713147199
14115,Villa Guerrero,1945.1117512053731,18.007553067591406
14116,Villa Hidalgo,1996.136992292841,23.177771911572126
14117,Cañadas de Obregón,1960.6753220177752,19.412160630043193
14118,Yahualica de González Gallo,2009.717960004198,25.214182441747084
14119,Zacoalco de Torres,2905.224916667259,24.055653477942588
14120,Zapopan,2823.174149157968,24.14311612560382
14121,Zapotiltic,2413.6380410187744,22.904502034297618
14122,Zapotitlán de Vadillo,826.5001504781321,21.177428280180575
14123,Zapotlán del Rey,2580.8733942515787,21.541283079999495
14124,Zapotlanejo,2429.281112738645,23.255133775519333
14125,San Ignacio Cerro Gordo,2269.691727343896,19.50007967133841
14999,No Informado,1235.4347826086957,13.695652173913043
15001,Acambay de Ruíz Castañeda,1231.111991275748,20.37689000245273
15002,Acolman,1669.117918700866,24.718851019501102
15003,Aculco,2404.861511649161,25.731334629276954
15004,Almoloya de Alquisiras,1499.131395462462,18.786829414097753
15005,Almoloya de Juárez,1886.4197661654164,23.80335331161908
15007,Amanalco,2025.2456215775026,21.775735062928394
15008,Amatepec,1627.9960380503073,19.632434269000793
15009,Amecameca,1342.6457577177614,26.13682010239063
15010,Apaxco,1912.2553207648618,24.407784377003225
15011,Atenco,1772.2333302795873,22.122978524362637
15013,Atizapán de Zaragoza,2062.8636068004885,24.0121212749154
15014,Atlacomulco,2150.117023439898,26.819894163655636
15015,Atlautla,1417.7741411189866,25.26421660175322
15017,Ayapango,1407.752148775389,24.39338018483289
15018,Calimaya,1710.5685106900723,25.03895543037222
15019,Capulhuac,1737.3095663625247,23.954087271725548
15020,Coacalco de Berriozábal,1682.4348341022287,23.692306253849203
15021,Coatepec Harinas,1675.2372240876605,24.931371340153166
15022,Cocotitlán,1230.1181354662542,22.76283981344997
15023,Coyotepec,2007.2195620537477,26.67700477612072
15024,Cuautitlán,2514.8743894898034,25.01339625940087
15025,Chalco,1899.9192621353184,25.38715140698258
15026,Chapa de Mota,1674.2845058649402,22.449880391178596
15027,Chapultepec,2044.5759620290212,24.00592949852529
15028,Chiautla,2256.9575737621744,22.390841697049513
15029,Chicoloapan,2055.422235958105,26.305854433829925
15030,Chiconcuac,1940.3095808278201,24.106111663688253
15031,Chimalhuacán,1819.6748043363089,25.49695236546176
15032,Donato Guerra,1999.059742627993,24.471468065165205
15033,Ecatepec de Morelos,1442.8140667177788,24.854111456215538
15035,Huehuetoca,1878.995188392827,26.002497508994935
15036,Hueypoxtla,1538.9071122652008,23.16590489251603
15037,Huixquilucan,2249.6126098250575,25.54153623836169
15038,Isidro Fabela,1935.1522624709824,24.623275975988786
15039,Ixtapaluca,1985.271632323489,24.683445229375707
15040,Ixtapan de la Sal,1835.2517569264733,25.493249784687865
15042,Ixtlahuaca,1347.1085181474937,22.952829295364445
15043,Xalatlaco,1666.4745598219254,24.711716564644778
15044,Jaltenco,1864.0858813342986,27.256810531224534
15045,Jilotepec,1778.528186834849,24.570791308476167
15046,Jilotzingo,1698.9046794710682,25.521933636632383
15047,Jiquipilco,1542.4596011981823,22.30276318127586
15048,Jocotitlán,1505.511240057157,23.73542840875691
15049,Joquicingo,1172.7565541968802,20.474420035854763
15050,Juchitepec,1612.5996435876536,24.6799593989819
15051,Lerma,1756.4721001978119,23.347068241261347
15052,Malinalco,1449.9232040644215,22.67498335068589
15053,Melchor Ocampo,1735.6418130711565,26.564558788716873
15054,Metepec,1517.4019210713827,23.744070850231264
15055,Mexicaltzingo,1349.4500786995702,25.536013107390396
15056,Morelos,1094.1985897777056,18.290722370878484
15057,Naucalpan de Juárez,2031.03346509666,24.362043667248784
15058,Nezahualcóyotl,1594.3808327824067,23.59892950028876
15059,Nextlalpan,1938.0457014957965,28.136395239654984
15060,Nicolás Romero,2071.708518915479,24.09357744348408
15061,Nopaltepec,1497.2805293546458,25.301213177911126
15062,Ocoyoacac,1854.6913912099392,25.134777755128642
15063,Ocuilan,1606.5732554452934,26.615719222599157
15064,El Oro,1082.1618602488488,20.917669925289086
15065,Otumba,1537.5373635939407,25.144307739249047
15066,Otzoloapan,1404.8523389434806,20.770980643556303
15067,Otzolotepec,1642.8294727008495,23.877095989740805
15068,Ozumba,1450.7424034381354,25.11399038869691
15070,La Paz,1960.285222595436,25.119180203993544
15071,Polotitlán,1748.3972460521284,22.08051472597126
15073,San Antonio la Isla,2221.381348800696,25.943189070433352
15074,San Felipe del Progreso,1256.9923079703733,19.64962928716974
15075,San Martín de las Pirámides,1400.3456252708052,23.127708497794977
15076,San Mateo Atenco,1523.902208113248,24.526699378843315
15077,San Simón de Guerrero,1322.7173913043478,27.304347826086957
15079,Soyaniquilpan de Juárez,897.3300084846692,23.639740945145444
15080,Sultepec,1151.8389048701142,18.890793500676466
15081,Tecámac,1816.7792911123013,25.185987933611848
15082,Tejupilco,1932.2455877211694,21.368281218520757
15084,Temascalapa,1830.7266563839332,24.88943641453135
15085,Temascalcingo,1422.1721559661373,22.65303948161864
15086,Temascaltepec,1232.7938641058247,21.009393717958307
15087,Temoaya,1554.5893990579093,26.291483347858275
15088,Tenancingo,1808.6197541482527,25.565143567468933
15089,Tenango del Aire,1647.441304834378,21.480607193638424
15090,Tenango del Valle,1494.077031648942,26.241807154459377
15091,Teoloyucan,1936.8806524397528,25.24538390823713
15092,Teotihuacán,1605.5453521880777,21.646802912793323
15093,Tepetlaoxtoc,1949.4162717039603,23.226934557717723
15094,Tepetlixpa,1381.4735093410607,23.53030088812389
15095,Tepotzotlán,2063.3953551901905,27.548549618916418
15096,Tequixquiac,1801.5088969308035,24.07299584860533
15099,Texcoco,2229.223018242882,22.82060331272422
15100,Tezoyuca,1628.1521947307635,27.787268244468823
15101,Tianguistenco,1393.6574887686784,24.906972430096182
15102,Timilpan,1610.433951141018,23.07890871854886
15103,Tlalmanalco,1579.9420632800097,22.40969541049838
15104,Tlalnepantla de Baz,1873.1870812458048,23.345725483511544
15105,Tlatlaya,1475.427918285245,18.74019395259142
15106,Toluca,1521.5826967185046,24.283207832505905
15107,Tonatico,1423.6122695393562,23.14255145776002
15108,Tultepec,1977.2905410880303,25.79188185640333
15109,Tultitlán,1841.669604639319,24.82765998941016
15110,Valle de Bravo,2048.4146239120955,25.68553105762867
15111,Villa de Allende,1522.8725721499652,22.45674830566145
15112,Villa del Carbón,1619.9487207460827,23.4386674959637
15113,Villa Guerrero,1975.9589682806575,27.167343759929672
15114,Villa Victoria,1667.2886577951917,22.54430512036104
15115,Xonacatlán,1624.4280375173926,25.545628603120356
15116,Zacazonapan,1397.0902924683523,22.01467378529935
15117,Zacualpan,1328.6089533593172,18.262379089994983
15118,Zinacantepec,1555.7401262183,23.846854735586838
15119,Zumpahuacán,1360.7199122301727,23.687244012463204
15120,Zumpango,1862.4287794824697,24.940123692441738
15121,Cuautitlán Izcalli,2304.48371294923,24.708612192137178
15122,Valle de Chalco Solidaridad,1892.8192688730394,25.330457563818765
15123,Luvianos,976.2105578121179,17.16904270274296
15124,San José del Rincón,1477.7802428431667,21.30842835901104
15125,Tonanitla,1967.5858197409716,26.82857521738307
16001,Acuitzio,3425.1650283099298,26.375126611334174
16003,Álvaro Obregón,1900.0176243452995,20.03776750450681
16004,Angamacutiro,1494.8133945116901,17.359622038008123
16005,Angangueo,1393.8260717010407,18.010449024789878
16006,Apatzingán,2747.419752168886,22.943732196442703
16007,Aporo,1648.5686287089013,17.468856455493185
16009,Ario,3213.7613375382493,23.943005979283424
16010,Arteaga,2971.1052602075206,20.65526793246349
16011,Briseñas,2361.5467913618645,22.38909982916466
16012,Buenavista,2449.039223532288,22.671461260028053
16013,Carácuaro,1806.1384027319648,19.662870115254762
16014,Coahuayana,2931.2292381208576,22.67448646386753
16015,Coalcomán de Vázquez Pallares,2211.2601540557293,21.55598371085566
16016,Coeneo,785.7916548186769,13.389918970603238
16017,Contepec,1456.1479226215167,21.093731287001773
16018,Copándaro,3407.9885415854706,19.13543101133716
16019,Cotija,2838.9393318965517,23.995354064039407
16020,Cuitzeo,2315.3216950468563,20.000141688415837
16021,Charapan,2764.8279219469696,21.253341615107246
16022,Charo,1936.7836707898555,19.940381163288887
16023,Chavinda,1539.5865976821192,16.49599751655629
16024,Cherán,2660.6849520041237,23.776173426027835
16025,Chilchota,2146.183369914054,20.33980210485979
16026,Chinicuila,3071.8965315005726,20.335092783505154
16028,Churintzio,1108.5369722972614,12.069775941522327
16030,Ecuandureo,2393.2011763335663,20.046817493594222
16031,Epitacio Huerta,2243.401497012413,21.91776395458991
16033,Gabriel Zamora,2055.385051900666,20.682103114039965
16034,Hidalgo,2035.9700376577184,20.802999499005132
16035,La Huacana,2712.790639292611,22.260973337398788
16036,Huandacareo,1622.1820125826039,16.75000504341661
16037,Huaniqueo,1516.2031854834931,17.683862008204276
16038,Huetamo,2450.8128327030686,21.511481617508988
16040,Indaparapeo,1563.042142300234,20.378461046360528
16041,Irimbo,1530.7068866035747,20.943812117742358
16042,Ixtlán,3384.327586900983,22.089305566307967
16043,Jacona,3240.0765428508385,25.054256662697536
16044,Jiménez,1173.6950934408387,16.21301778035912
16045,Jiquilpan,2896.5682536542167,22.27316064421614
16046,Juárez,2261.4999436991884,16.770577946596802
16047,Jungapeo,2110.120235063,21.123051758901827
16048,Lagunillas,1702.5569739729583,17.137733311309848
16049,Madero,1083.3754366810324,19.375265758451512
16050,Maravatío,2171.9668608550974,21.30560917909784
16051,Marcos Castellanos,2948.8384591746353,23.628472008821245
16052,Lázaro Cárdenas,3867.216054858921,24.831690633239827
16053,Morelia,3606.915012696547,22.55371328676888
16054,Morelos,1333.250746120274,17.438577549782774
16055,Múgica,2642.11400579599,22.528429452472363
16056,Nahuatzen,2061.0664022333603,20.23011782763982
16057,Nocupétaro,3020.26379741216,24.6135538214842
16058,Nuevo Parangaricutiro,2733.1339543051668,25.66955451237977
16059,Nuevo Urecho,1940.065129706768,21.16257131466436
16060,Numarán,2772.4759558401092,21.642673402102407
16061,Ocampo,2099.4068477092305,21.041700933557664
16062,Pajacuarán,2296.157174431969,19.17510564936787
16063,Panindícuaro,1551.8541634581395,19.033439086387485
16064,Parácuaro,2865.3551630779048,21.416824403267658
16065,Paracho,2731.7398526646016,22.529521900780733
16066,Pátzcuaro,3236.1350184362036,24.876053189293906
16067,Penjamillo,1437.6790724009156,16.832809300084328
16068,Peribán,4282.239037384512,24.225599502735836
16069,La Piedad,2696.2164299314004,21.71365856223585
16070,Purépero,3311.2897632516583,24.304478810175087
16071,Puruándiro,1906.128777400163,19.41664114864484
16072,Queréndaro,2557.6032886935855,22.342766990097456
16073,Quiroga,2251.3950198891976,25.061466703709282
16074,Cojumatlán de Régules,1463.7235397051668,18.544225828204624
16075,Los Reyes,3671.6943069067734,25.26148149311352
16076,Sahuayo,3050.241980401668,28.03316858148807
16077,San Lucas,2918.9347609741976,20.48811203995223
16078,Santa Ana Maya,3264.0700281056775,27.81594154019112
16079,Salvador Escalante,1990.399286167459,21.0560249977099
16080,Senguio,1640.2361037636713,18.429302201997814
16081,Susupuato,1183.1991073048168,18.75531818019563
16082,Tacámbaro,2827.9450093048004,22.286555072497094
16083,Tancítaro,3160.899888404848,23.48026290708837
16084,Tangamandapio,2124.9127473580575,21.02739562747477
16085,Tangancícuaro,3205.877107292285,21.535545754137523
16086,Tanhuato,2726.455672654386,24.184384750878948
16087,Taretan,2340.2899269113454,22.047507625391113
16088,Tarímbaro,3494.104269501654,24.16196366714356
16089,Tepalcatepec,2832.8667790208187,25.673080216183187
16090,Tingambato,2520.1756031595855,19.383310202143285
16091,Tingüindín,2722.4993608535997,21.278158747687982
16092,Tiquicheo de Nicolás Romero,1357.448431725201,17.454198865545386
16093,Tlalpujahua,1563.3208044929381,19.10887568217729
16094,Tlazazalca,2113.9667887584296,24.01006743573067
16097,Turicato,1680.591066968493,18.966819485078606
16098,Tuxpan,1515.0105863646022,20.20742813254334
16099,Tuzantla,1012.3908071936968,17.784515847451015
16100,Tzintzuntzan,1792.0069324161643,23.80208685829903
16102,Uruapan,3350.6163050245145,24.53090170052666
16103,Venustiano Carranza,2888.6214975616526,20.533505512449565
16104,Villamar,1700.1418105585294,17.63005634873297
16105,Vista Hermosa,2758.7573394836586,22.46865944591656
16106,Yurécuaro,3157.8997161638094,24.12951950394832
16107,Zacapu,2594.9135873170612,20.922098493285375
16108,Zamora,3207.447748949757,24.25324415797228
16109,Zináparo,2255.4827824155564,21.04648410860758
16110,Zinapécuaro,1693.570576318615,19.809793550778096
16111,Ziracuaretiro,2652.228505291645,23.05307317878595
16112,Zitácuaro,2721.171626576505,21.011066024705407
16113,José Sixto Verduzco,2419.1463477324937,20.481655930215748
17001,Amacuzac,1093.153602387892,21.093552314768832
17002,Atlatlahucan,1612.6626659868318,22.085879757919706
17003,Axochiapan,1178.608141968746,21.534213377224933
17004,Ayala,1317.7135820162914,21.272205025732383
17005,Coatlán del Río,963.0542752234473,21.74044456026247
17006,Cuautla,1388.7279037770472,23.786033898152667
17007,Cuernavaca,1302.2808053779543,23.278352675280562
17008,Emiliano Zapata,1480.1928035964615,24.54908921786556
17009,Huitzilac,1255.9839653695979,25.07334830512374
17010,Jantetelco,1247.9551080951658,21.058684404162626
17011,Jiutepec,1284.961063602884,24.486746945219423
17012,Jojutla,1289.3497736632453,22.914630010604853
17013,Jonacatepec de Leandro Valle,1327.5281402406893,21.913681470834867
17014,Mazatepec,1110.1175549840368,19.35278024122029
17015,Miacatlán,1189.2836336795463,21.779241333194445
17016,Ocuituco,1038.6482699114345,20.943897199829237
17017,Puente de Ixtla,1366.5631217452924,24.503461147611908
17018,Temixco,1225.3723880954722,23.747705526650382
17019,Tepalcingo,1120.7204383455564,20.08168624228457
17020,Tepoztlán,1401.1380086445952,24.2266114807387
17021,Tetecala,1255.5649954825035,22.648273795044652
17022,Tetela del Volcán,979.8078083391654,22.79673405430625
17023,Tlalnepantla,1636.857941146887,23.7156699487019
17024,Tlaltizapán de Zapata,1471.138919084941,23.024057432130615
17025,Tlaquiltenango,1061.7974259339915,20.553852224335458
17026,Tlayacapan,1192.9648385968178,23.937476929792744
17027,Totolapan,1270.62686635076,21.352651729360453
17028,Xochitepec,1385.383820661948,24.932679977803865
17029,Yautepec,1469.6292795735358,24.383786414252917
17030,Yecapixtla,1513.9645128985246,24.736186512455458
17031,Zacatepec,1195.8173813290666,21.501994856744986
17032,Zacualpan de Amilpas,1143.507723789789,18.44507814164262
17033,Temoac,1242.900059510997,24.61845994544122
18001,Acaponeta,2390.678401492878,22.032083696828114
18002,Ahuacatlán,2822.349868226765,23.143663279466256
18003,Amatlán de Cañas,1993.8286404452144,20.97965216501587
18004,Compostela,3170.5704985682746,25.666201273456334
18005,Huajicori,1981.2933990177837,21.125632950004576
18006,Ixtlán del Río,3011.7387440242583,24.515409070794856
18007,Jala,1881.095865229702,21.901220547388846
18008,Xalisco,3729.7848683570096,24.674541444900253
18009,Del Nayar,1213.353373165988,21.816680830923683
18010,Rosamorada,2018.1938586876092,19.71107500558096
18011,Ruíz,2403.1505207273344,22.4398542108096
18012,San Blas,3096.132200481631,23.777964616683168
18013,San Pedro Lagunillas,2252.501538995294,20.353786551138235
18014,Santa María del Oro,2472.036284454891,22.828863326355815
18015,Santiago Ixcuintla,2386.0791674711427,21.46681471293763
18016,Tecuala,2313.7710273383777,19.951766932609214
18017,Tepic,3750.910575846415,24.83720713414042
18018,Tuxpan,2792.7664519429745,24.018714452484158
18019,La Yesca,2021.526069362473,22.3724191160716
18020,Bahía de Banderas,4942.541134489423,29.761814522485523
19001,Abasolo,3958.455460017903,26.165126840605417
19002,Agualeguas,1271.224415736518,19.33297251255479
19003,Los Aldamas,2817.586110769483,19.68391546755217
19004,Allende,3414.8769829270336,26.29960099592666
19005,Anáhuac,2348.71555607001,23.9400897419748
19006,Apodaca,3876.6729926196467,26.729273871725336
19007,Aramberri,970.3796301184801,17.71027810990854
19008,Bustamante,2545.966050442524,24.560815012111032
19009,Cadereyta Jiménez,3689.7715805520743,24.21775987368911
19010,El Carmen,4103.370729194771,29.801956183452834
19011,Cerralvo,2893.8394164215397,24.498423517266684
19012,Ciénega de Flores,4287.070153173849,30.283346927169465
19013,China,2122.782297056578,25.331071337687675
19014,Doctor Arroyo,2022.7849195473455,20.784972441280384
19016,Doctor González,3862.2063905559585,21.224988458748268
19017,Galeana,2483.8155318923627,21.44049371095083
19018,García,4353.282749535126,28.361784467381813
19019,San Pedro Garza García,3161.308583990439,22.36584879773405
19020,General Bravo,3469.362290884145,23.493204371480775
19021,General Escobedo,3617.512295994952,25.96975954243415
19022,General Terán,2837.7756617358964,21.239774486315667
19024,General Zaragoza,1652.53391147969,17.681498594356842
19025,General Zuazua,4395.570302706632,28.545681059015802
19026,Guadalupe,2927.0556020474205,23.535668111039765
19027,Los Herreras,1847.81692272088,20.898118313068554
19028,Higueras,2267.7424791744975,22.97155363703605
19029,Hualahuises,3112.2758887028076,22.601187536437465
19030,Iturbide,2167.6730931739226,19.572822446871772
19031,Juárez,3555.6993374143503,27.206363483862383
19032,Lampazos de Naranjo,2482.718947247619,18.02985093658748
19033,Linares,3137.584857436254,23.381401372230382
19034,Marín,4868.526353662962,26.035356370753373
19035,Melchor Ocampo,822.5925925925926,23.925925925925927
19036,Mier y Noriega,541.1124299833311,16.69860277728317
19037,Mina,4163.269145677164,23.73815935933175
19038,Montemorelos,3647.7958567789,24.050660752579777
19039,Monterrey,2934.1807836054463,22.545167976812557
19041,Pesquería,3571.387640320712,28.322491628906175
19042,Los Ramones,1863.4068409150054,19.930531578387928
19043,Rayones,1537.146166621475,19.641370661605205
19044,Sabinas Hidalgo,3503.1723089735806,23.77058661806185
19045,Salinas Victoria,4138.965645899998,26.21279629477688
19046,San Nicolás de los Garza,3041.487377714688,22.48894746866773
19047,Hidalgo,3827.8982057021935,24.37680316725744
19048,Santa Catarina,3639.39319759716,26.288366064385098
19049,Santiago,4414.588662743111,23.224808824102585
19050,Vallecillo,5954,28
19051,Villaldama,1749.2680060575467,17.91804139323574
19999,No Informado,4144.436054850658,24.12843013633856
20001,Abejones,113.75588106707525,8.440615762262501
20002,Acatlán de Pérez Figueroa,1713.5277615447214,18.540558358105514
20005,Asunción Ixtaltepec,2076.2099481430523,20.936751593601123
20006,Asunción Nochixtlán,1561.6919845692241,26.333423822450825
20008,Asunción Tlacolulita,868.7352248467737,15.62072859995868
20009,Ayotzintepec,729.6521924829157,16.332435135285294
20010,El Barrio de la Soledad,1712.8524104368616,22.526462925682193
20012,Candelaria Loxicha,1966.5821627158325,21.411435469710273
20013,Ciénega de Zimatlán,925.946365053467,20.657533939880725
20014,Ciudad Ixtepec,1874.5374334237765,22.073916538866534
20015,Coatecas Altas,594.4922307188743,17.334798466286355
20016,Coicoyán de las Flores,73.99991701297789,19.434603034771563
20019,Concepción Pápalo,202.82730186349707,17.317997172448646
20021,Cosolapa,1224.048551433293,20.999179035929377
20022,Cosoltepec,798.4232471648202,21.653073518242056
20023,Cuilápam de Guerrero,2113.6054289859903,27.15623405378782
20025,Chahuites,1790.2041717738853,21.924350559487564
20026,Chalcatongo de Hidalgo,1457.6517764938103,25.206172629707577
20028,Heroica Ciudad de Ejutla de Crespo,1194.427232866027,22.771251300843932
20030,El Espinal,2416.2133886912156,20.41946812795811
20031,Tamazulápam del Espíritu Santo,1045.436677927928,16.06204391891892
20034,Guadalupe de Ramírez,568.9770024257554,15.531311085466664
20036,Guevea de Humboldt,537.1996036636713,17.744665278387707
20037,Mesones Hidalgo,1021.1396736196658,20.397691253616067
20038,Villa Hidalgo,1176.0023005081719,19.455191594561185
20039,Heroica Ciudad de Huajuapan de León,2125.5227817334558,25.940006535008997
20040,Huautepec,303.93109886351533,16.57942777687447
20041,Huautla de Jiménez,1042.5497268007266,20.268737774027414
20042,Ixtlán de Juárez,1218.0145148228657,22.657099902743713
20043,Juchitán de Zaragoza,2151.1785673636373,24.43428240224084
20044,Loma Bonita,1845.3941015312819,21.78874886069318
20045,Magdalena Apasco,2731.465524552625,26.79512879623133
20046,Magdalena Jaltepec,515.8834548834549,20.142611999754855
20051,Magdalena Teitipac,1187.3059403592672,28.273205145939965
20052,Magdalena Tequisistlán,1615.7057738841158,17.26538491933572
20057,Matías Romero Avendaño,1361.9078996556811,23.403179840326914
20058,Mazatlán Villa de Flores,122.12753592719956,13.10980133047017
20059,Miahuatlán de Porfirio Díaz,1974.6635223286771,23.6971471387768
20061,Monjas,945.1829909631442,24.77642368042587
20064,Nejapa de Madero,1117.369231488131,21.76926444402908
20066,Santiago Niltepec,2178.2224741550585,21.729626179064383
20067,Oaxaca de Juárez,2401.0851775815613,24.370742069221194
20068,Ocotlán de Morelos,1934.1967734042048,25.97054578657477
20069,La Pe,759.9131846430853,20.544461869082884
20072,San José del Progreso,1082.8448843732685,22.391423714567818
20073,Putla Villa de Guerrero,1036.5103727207952,16.31587972052348
20075,Reforma de Pineda,665.717934107975,14.600272684723551
20076,La Reforma,853.4086405018319,19.222445042744532
20078,Rojas de Cuauhtémoc,1486.6548795463968,27.186182802205323
20079,Salina Cruz,2714.4739414801134,21.235423823063872
20081,San Agustín Atenango,887.2515716977671,17.024635771896765
20083,San Agustín de las Juntas,2531.1779891522265,27.115922490025387
20087,San Agustín Yatareni,1807.2499750932618,29.172664578190552
20090,San Andrés Huaxpaltepec,1461.6097670602353,24.181230613971298
20091,San Andrés Huayápam,3010.7391459928867,26.30154262398813
20098,San Andrés Teotilálpam,214.83139714775956,15.773620995190008
20102,San Andrés Zautla,1782.3162468960625,24.969547302644145
20103,San Antonino Castillo Velasco,986.4460075164744,20.04686212932455
20105,San Antonino Monte Verde,103.56434955991982,22.46033315972131
20107,San Antonio de la Cal,2588.6969362662535,28.962373888364887
20108,San Antonio Huitepec,364.0653406226978,15.308177271141096
20112,San Baltazar Chichicápam,964.52992558882,22.625371188348034
20115,San Bartolo Coyotepec,2804.1454322865466,23.442097160134296
20118,San Bartolomé Quialana,911.5930687263533,21.777320041980555
20124,San Blas Atempa,2225.9911469565686,31.152339535294264
20125,San Carlos Yautepec,279.0342361888232,25.810165117500627
20126,San Cristóbal Amatlán,260.6282985894395,26.51348146298839
20130,San Dionisio del Mar,1057.4662002886466,16.977000481077614
20131,San Dionisio Ocotepec,694.3541931561715,19.006421055977622
20133,San Esteban Atatlahuca,249.50814819564218,16.686756644118873
20134,San Felipe Jalapa de Díaz,688.9847772978485,21.03314762990496
20135,San Felipe Tejalápam,1464.9507475720045,24.466038437882045
20136,San Felipe Usila,179.9733742632613,19.812610510805502
20137,San Francisco Cahuacuá,141.3519662492057,19.155667092975555
20138,San Francisco Cajonos,553.4961809378988,16.529547480467727
20140,San Francisco Chindúa,733.1559339008513,19.59048572859289
20141,San Francisco del Mar,1356.716612515296,20.117776020635617
20149,San Francisco Sola,1052.7455782529717,26.42625906922889
20150,San Francisco Telixtlahuaca,1783.04897443856,24.020904058921285
20153,San Gabriel Mixtepec,1715.2277167892034,23.976192255335462
20154,San Ildefonso Amatlán,607.6989108724326,17.658096853212736
20157,San Jacinto Amilpas,2683.1128127466245,25.575496448606106
20161,San Jerónimo Sosola,421.324202611418,21.968841495986855
20166,San José Chiltepec,1159.1522949814293,18.98443367948126
20173,San Juan Atepec,830.9530258805215,17.005837711617048
20174,Ánimas Trujano,2455.483223872744,26.512660784921685
20176,San Juan Bautista Coixtlahuaca,201.86238162133895,21.50296694482236
